Isolate_Id,reason
EPI_ISL_29714,too short
EPI_ISL_30882,too short
EPI_ISL_30514,too short
EPI_ISL_32629,too short
EPI_ISL_61406,too many ambiguous nucleotides
EPI_ISL_61415,too short
EPI_ISL_63276,too short
EPI_ISL_63275,too short
EPI_ISL_63274,too short
EPI_ISL_63273,too short
EPI_ISL_63272,too short
EPI_ISL_63997,too short
EPI_ISL_63998,too short
EPI_ISL_63999,too short
EPI_ISL_64000,too short
EPI_ISL_64001,too short
EPI_ISL_64002,too short
EPI_ISL_64003,too short
EPI_ISL_64004,too short
EPI_ISL_63989,too short
EPI_ISL_63991,too short
EPI_ISL_63993,too short
EPI_ISL_63994,too short
EPI_ISL_63996,too short
EPI_ISL_66056,too short
EPI_ISL_66057,too short
EPI_ISL_66058,too short
EPI_ISL_66059,too short
EPI_ISL_66060,too short
EPI_ISL_66061,too short
EPI_ISL_66062,too short
EPI_ISL_66063,too short
EPI_ISL_65859,too short
EPI_ISL_74035,too short
EPI_ISL_74037,too short
EPI_ISL_74038,too short
EPI_ISL_74039,too short
EPI_ISL_74040,too short
EPI_ISL_74041,too short
EPI_ISL_74042,too short
EPI_ISL_74043,too short
EPI_ISL_74044,too short
EPI_ISL_74045,too short
EPI_ISL_74046,too short
EPI_ISL_74047,too short
EPI_ISL_74048,too short
EPI_ISL_74049,too short
EPI_ISL_74050,too short
EPI_ISL_74051,too short
EPI_ISL_74052,too short
EPI_ISL_74053,too short
EPI_ISL_74054,too short
EPI_ISL_74055,too short
EPI_ISL_74056,too short
EPI_ISL_74057,too short
EPI_ISL_74058,too short
EPI_ISL_74059,too short
EPI_ISL_74060,too short
EPI_ISL_84579,too short
EPI_ISL_84788,too short
EPI_ISL_84789,too short
EPI_ISL_84790,too short
EPI_ISL_84791,too short
EPI_ISL_84792,too short
EPI_ISL_84793,too short
EPI_ISL_84794,too short
EPI_ISL_84795,too short
EPI_ISL_84796,too short
EPI_ISL_84797,too short
EPI_ISL_84798,too short
EPI_ISL_84799,too short
EPI_ISL_84800,too short
EPI_ISL_84801,too short
EPI_ISL_84802,too short
EPI_ISL_84804,too short
EPI_ISL_84805,too short
EPI_ISL_84806,too short
EPI_ISL_84807,too short
EPI_ISL_84808,too short
EPI_ISL_84809,too short
EPI_ISL_84810,too short
EPI_ISL_84811,too short
EPI_ISL_84812,too short
EPI_ISL_84813,too short
EPI_ISL_84814,too short
EPI_ISL_84815,too short
EPI_ISL_128397,too short
EPI_ISL_61910,too short
EPI_ISL_149648,too many ambiguous nucleotides
EPI_ISL_216010,too short
EPI_ISL_216011,too short
EPI_ISL_216014,too short
EPI_ISL_216015,too short
EPI_ISL_216022,too short
EPI_ISL_216023,too short
EPI_ISL_216024,too short
EPI_ISL_216030,too short
EPI_ISL_216031,too short
EPI_ISL_216033,too short
EPI_ISL_216034,too short
EPI_ISL_216037,too short
EPI_ISL_230718,too short
EPI_ISL_230720,too short
EPI_ISL_237522,too short
EPI_ISL_237523,too short
EPI_ISL_269776,too short
EPI_ISL_269911,too short
EPI_ISL_269915,too short
EPI_ISL_274267,too many ambiguous nucleotides
EPI_ISL_282528,too short
EPI_ISL_284193,too short
EPI_ISL_284271,too many ambiguous nucleotides
EPI_ISL_297449,too many ambiguous nucleotides
EPI_ISL_330821,too short
EPI_ISL_331250,too short
EPI_ISL_308132,too short
EPI_ISL_308134,too short
EPI_ISL_307917,too short
EPI_ISL_307918,too short
EPI_ISL_307949,too short
EPI_ISL_331319,too short
EPI_ISL_332093,too short
EPI_ISL_332094,too short
EPI_ISL_332135,too short
EPI_ISL_332336,too short
EPI_ISL_333274,too short
EPI_ISL_332722,too short
EPI_ISL_332718,too many ambiguous nucleotides
EPI_ISL_332794,too short
EPI_ISL_334054,too short
EPI_ISL_332145,too short
EPI_ISL_335329,too many ambiguous nucleotides
EPI_ISL_338313,too many ambiguous nucleotides
EPI_ISL_365616,too short
EPI_ISL_365625,too short
EPI_ISL_365627,too short
EPI_ISL_365628,too short
EPI_ISL_365629,too short
EPI_ISL_14926817,too many ambiguous nucleotides
EPI_ISL_171578,too many ambiguous nucleotides
EPI_ISL_15083877,too many ambiguous nucleotides
EPI_ISL_15083883,too many ambiguous nucleotides
EPI_ISL_15083885,too many ambiguous nucleotides
EPI_ISL_15083889,too many ambiguous nucleotides
EPI_ISL_15083893,too many ambiguous nucleotides
EPI_ISL_15083894,too many ambiguous nucleotides
EPI_ISL_16578196,too many ambiguous nucleotides
EPI_ISL_16585484,too short
EPI_ISL_16604336,too many ambiguous nucleotides
EPI_ISL_16609770,too short
EPI_ISL_338312,too short
EPI_ISL_338310,too short
EPI_ISL_338308,too short
EPI_ISL_338307,too short
EPI_ISL_346515,too short
EPI_ISL_349672,too short
EPI_ISL_350652,too short
EPI_ISL_365211,too short
EPI_ISL_365644,too short
EPI_ISL_389320,too short
EPI_ISL_395056,too short
EPI_ISL_395065,too short
EPI_ISL_395067,too short
EPI_ISL_395066,too short
EPI_ISL_395068,too short
EPI_ISL_395070,too short
EPI_ISL_395072,too short
EPI_ISL_395176,too short
EPI_ISL_395177,too short
EPI_ISL_395178,too short
EPI_ISL_395179,too short
EPI_ISL_398177,too short
EPI_ISL_401792,too many ambiguous nucleotides
EPI_ISL_403943,too short
EPI_ISL_403691,too short
EPI_ISL_403684,too short
EPI_ISL_403681,too many ambiguous nucleotides
EPI_ISL_16013457,too short
EPI_ISL_17264968,molecular clock outlier
EPI_ISL_15146434,molecular clock outlier
EPI_ISL_17264977,molecular clock outlier
EPI_ISL_17264991,molecular clock outlier
EPI_ISL_17264998,molecular clock outlier
EPI_ISL_143679,molecular clock outlier
EPI_ISL_16021855,molecular clock outlier
