Isolate_Id,reason
EPI_ISL_282487,too short
EPI_ISL_281891,too short
EPI_ISL_281749,too short
EPI_ISL_279268,too short
EPI_ISL_281685,too short
EPI_ISL_287568,too short
EPI_ISL_287571,too short
EPI_ISL_302054,too short
EPI_ISL_302169,too short
EPI_ISL_305446,too many ambiguous nucleotides
EPI_ISL_313829,too short
EPI_ISL_313830,too short
EPI_ISL_330163,too short
EPI_ISL_330162,too short
EPI_ISL_331236,too short
EPI_ISL_332796,too many ambiguous nucleotides
EPI_ISL_332143,too short
EPI_ISL_350629,too short
EPI_ISL_356496,too short
EPI_ISL_356500,too short
EPI_ISL_356536,too short
EPI_ISL_356541,too short
EPI_ISL_356578,too many ambiguous nucleotides
EPI_ISL_356711,too short
EPI_ISL_357337,too many ambiguous nucleotides
EPI_ISL_357338,too many ambiguous nucleotides
EPI_ISL_366061,too short
EPI_ISL_366063,too short
EPI_ISL_366065,too short
EPI_ISL_366067,too short
EPI_ISL_366117,too short
EPI_ISL_379848,too short
EPI_ISL_379849,too short
EPI_ISL_379851,too many ambiguous nucleotides
EPI_ISL_379857,too many ambiguous nucleotides
EPI_ISL_379862,too short
EPI_ISL_379862,too short
EPI_ISL_379865,too many ambiguous nucleotides
EPI_ISL_379867,too many ambiguous nucleotides
EPI_ISL_381098,too many ambiguous nucleotides
EPI_ISL_381099,too short
EPI_ISL_381103,too many ambiguous nucleotides
EPI_ISL_381129,too many ambiguous nucleotides
EPI_ISL_389325,too short
EPI_ISL_390306,too short
EPI_ISL_396165,too many ambiguous nucleotides
EPI_ISL_396168,too many ambiguous nucleotides
EPI_ISL_398665,too short
EPI_ISL_399950,too short
EPI_ISL_399964,too short
EPI_ISL_400527,too short
EPI_ISL_507414,too many ambiguous nucleotides
EPI_ISL_402204,too many ambiguous nucleotides
EPI_ISL_1633472,too short
EPI_ISL_14923894,too many ambiguous nucleotides
EPI_ISL_14925112,too many ambiguous nucleotides
EPI_ISL_14925241,too many ambiguous nucleotides
EPI_ISL_14925544,too many ambiguous nucleotides
EPI_ISL_14925545,too many ambiguous nucleotides
EPI_ISL_14925647,too many ambiguous nucleotides
EPI_ISL_14925736,too many ambiguous nucleotides
EPI_ISL_15082418,too many ambiguous nucleotides
EPI_ISL_12721,too short
EPI_ISL_12722,too short
EPI_ISL_12725,too short
EPI_ISL_12723,too short
EPI_ISL_12707,too short
EPI_ISL_12708,too short
EPI_ISL_12710,too short
EPI_ISL_12731,too short
EPI_ISL_12732,too short
EPI_ISL_12733,too short
EPI_ISL_12734,too short
EPI_ISL_12706,too short
EPI_ISL_12735,too short
EPI_ISL_12711,too short
EPI_ISL_12712,too short
EPI_ISL_12713,too short
EPI_ISL_12714,too short
EPI_ISL_12715,too short
EPI_ISL_12726,too short
EPI_ISL_12727,too short
EPI_ISL_12728,too short
EPI_ISL_12729,too short
EPI_ISL_12730,too short
EPI_ISL_28450,too short
EPI_ISL_28451,too short
EPI_ISL_28452,too short
EPI_ISL_28453,too short
EPI_ISL_28454,too short
EPI_ISL_28455,too short
EPI_ISL_28456,too short
EPI_ISL_28457,too short
EPI_ISL_28458,too short
EPI_ISL_28459,too short
EPI_ISL_28460,too short
EPI_ISL_28461,too short
EPI_ISL_28462,too short
EPI_ISL_28463,too short
EPI_ISL_28464,too short
EPI_ISL_65100,too short
EPI_ISL_65101,too short
EPI_ISL_65103,too short
EPI_ISL_65104,too short
EPI_ISL_65105,too short
EPI_ISL_67617,too short
EPI_ISL_77571,too short
EPI_ISL_77572,too short
